tweet_text,claim
If you passed the beep test in middle school you are immune to Coronavirus,1
"Dear artists, If your songs can't give us a cure please don't sing about Corona Virus, leave Health people to this😥🙏
#vaccine #CoronavirusPandemic #coronavirus #lockdown",1
"#Irresponsible &amp; #Misleading the #Public :

“ It is nothing but #Jvaram ( జ్వరం-Fever) “ says #YSJagan , CM of Andhra Pradesh , about #coronavirus  
He went on to say : 

“ It infects us but goes away just like that..if we use medicines and use little caution it will be cured “ https://t.co/7899BJcAzn",1
"@TetrisChrist Oh, so others should just die then, even though it will cure them of covid19...",1
If you grew up in Spruce Park you’re immune to the Coronavirus.,1
Human trials of two coronavirus vaccines start in China https://t.co/hdu2CJas5t #coronavirus,1
Anyone who has been to the bar the bar is immune to the coronavirus,1
@john_giks @DrAhmedKalebi Because it cures all flus. A-z. Plus detoxing the body from any unwanted substance. Keep your lungs healthy.  No Covid can not stand it.  No ventilator required,1
Great news on COVID19 vaccine development! https://t.co/Luf3yDs7EL,1
@Xiongan_NewArea $INO Collaboration with Beijing Advaccine Biotechnology Co. to advance the development in China of INO-4800. Support of an initial grant up to $9m from the Coalition for Epidemic Preparedness Innovations (CEPI). https://t.co/6SOcN8TEuU,1
Exciting news on the #COVID19 vaccine front! https://t.co/K442aMj1wN,1
Could the coronavirus be a CIA engineered bio weapon using against  chinas to make their economy collapse? @Captshumi,1
The coronavirus is fake and you can’t change my mind lol but keep washing y’all hands,1
@alvie_barr Injecting @Lysol won’t cure the #coronavirus. https://t.co/ZwAjVDFbXs,1
"first, they’re good for you generally, so healthy immune system’s a nice start. but a particular risk with #coronavirus is cytokines and inflammation https://t.co/DHgxJQnrgU",1
China Approves Two Coronavirus Vaccines For Human Trials https://t.co/KRZXNIGXMy,1
"I can’t believe I’m about to say this: Please do not inject or ingest Lysol. It will not kill #coronavirus. 

Please #StayAtHome and stay safe.",1
"Fact about #COVID19   

Do #vaccines against #pneumonia protect you against #COVID_19 ?

@AS_RNTCP @aloksaxena02 https://t.co/5dX30jh3kd",1
My homie just said they immune to the corona virus because they smoke weed and weed is the cure to everything https://t.co/JCgmapwcD1,1
can someone confirm or deny that gays on prep are immune to coronavirus,1
"Repost by _reposta
———
These are 7 simple steps to protect yourself and others from #COVID19. #coronavirus
_----_---------_---------- The only cure to corona till now. 
Isolation -
Sanitaion -
Information -

Big… https://t.co/IclNNyMqva",1
"These People are Sick! #QAnon Confirms #CoronaVirus as a Chinese Bioweapon! #GreatAwakening
https://t.co/mZfzCp7tyb",1
I wonder if #orangutans can catch #coronavirus? WE ARE IMMUNE TO #5G ‼️ So we are probably good to go. Stay positive!,1
"@NorthmanTrader Until you see the words ""contained"" or ""cure"" for the Wuhan stuff expect the market to be down as it gets worse before it gets better.",1
Genome sequencing results has traced down the virus to its animal source. Mooditu iruda dei. If it's a bio weapon - why would a country kill its own people ? The only mistake chinese did was hiding the virus spread and they are going to pay a huge price for it. https://t.co/J3fk3at3jq,1
"OPINION: ""Trump’s right: the #COVID19 cure could soon be worse than the disease"" https://t.co/HMOGNyQzCq @KevinToberNJ https://t.co/P8dFOgZWDy",1
@Joseph2poms @NuanceBro I think it’s a bio weapon made by China so I’m not surprised it has a lot of carriers,1
"@realDonaldTrump Um...aren't you the person who said the cure might involve drinking bleach?? Or taking a medication that was not recommended? I think the best way to ""stay safe"" would be to stop listening to your uninformed and dangerous nonsense!!!! #COVID19 #TrumpIsNotADoctor",1
"So this is pretty sickening. @Kitboga recently uploaded a video where he wasted the time of #scammers that were claiming #essentialoils can cure #coronavirus. They should not be promoted to cure anything. 
https://t.co/umDohoAIr2
#antimlm #COVID19 #doTERRA #fake #oils #Quarantine",1
“What if the cure is worst then the disease” - Ron Paul #COVID19 #coronavirus,1
I heard they found a cure for the Coronavirus..... Lick some salt and suck a lime... https://t.co/1plfALHwFT,1
Did the Wuhan Virus escape from China’s Bio Weapons lab? https://t.co/GYHcF9BqAl,1
China announces novel #coronavirus vaccines https://t.co/Ang0T4jR1e,1
"I hope the modelling was correct for the Lock Down as the cure is becoming worse than the disease. 

We MUST fire up the economy again otherwise further lives and livelihoods will be lost.

Fear is the new plague and we must live with / mitigate Covid19. https://t.co/HWFdUJe7Pd",0
"@markminervini Is anyone tracking symptomatic cases?  To me, this is an important measure, along with immune people (people who had it and are now better).  China, for instance, may only have 3,000 active cases, which is less scary than 80,000.",1
"@Kannan9900 i meant kannan what do you think, as a bioscientist, of my two scenarios? 

1. #coronavirus is a chinese #bioweapon that escaped from the wuhan lab 2. #deepstate made the virus and induced the chinese to steal it, and it ended up escaping from them, as it was designed to.",1
"China has led to the #quarantine of the whole world! It is time the #world pays back in the same coin! 

Time to #QuarantineChina

@PMOIndia @POTUS

Time to #SayNo2China &amp; #SayNo2Chinese
#SanctionChina

#CoronaVirus #ChineseVirus
#ChineseBioterrorism #ChineseBioWar",1
"https://t.co/ESRzAhYNEK

Is the cure (WAY) worse than the disease?

#Covid_19 #COVID19 #Covid19inSA #lockDownSouthAfrica #COVID19SouthAfrica",0
"RT @JordynHugley: If you’ve been to Little Blue in Disney, Oklahoma then you’re immune to Coronavirus",1
"Test for anti quarantine defenders: sign a waiver letting go of your right to a ventilator in case you and those in your household develop #Covid_19. Oh... wait... do don't want it? Why, after all just a flu #lockdown",1
@TomPhillipsNJ7 First step is SECURITY. We need to SECURE ourselves from the Communist Chinese who wielded a bioweapon on US and nearly the entire world. #AmericaFirst and BEST. .@realDonaldTrump #KAG #SARSCoV2 #coronavirus #COVID19 #WuhanVirus #CommunistChineseVirus,1
EXCLUSIVE INVESTIGATIVE REPORT: The first documentary movie on the origin of the Wuhan Communist Chinese #coronavirus https://t.co/4DYN07gujX via .@YouTube #COVID19 #SARSCoV2 #Biowarfare,1
"RT @NZStuff: Coronavirus: Essential oils and herbal 'cures' no barrier to infection, expert says https://t.co/J6fVf4Kg3a",1
"If you get #COVID19 don’t take the cure - it’s very simple.
Take it/Don’t take it
#Freedom https://t.co/VjGvFY4pmO",0
if you ever swam at sally buffalo’s “beach” you’re immune to the coronavirus,1
@ChrisMurphyCT @SenMarkey Ya think during the 8 years Obummer was President he was “warned” about “security issues” in a Chinese Communist Party Peoples Liberation Army virus lab? Or was he just satisfied with giving them hundreds of millions of dollars? #BioWarfare #SARSCoV2 #coronavirus #COVID19,1
"Irresponsible &amp; Misleading the Public :

“ It is nothing but Jvaram ( Fever) “ says Y.S. Jagan , CM of Andhra Pradesh , about #coronavirus  

He went on to say : 

“ ..It infects us but goes away just like that...if we use medicines and use little caution it will be cured “",1
"@shawtybeanie #ImNotADoctorBut
 I’m not sure if there is nothing at all we can do to prevent #COVID19 turning into pneumonia once someone is infected - or if there is any kind of care we can give that might even slightly improve chances of avoiding it.",1
"According Purdue University's president, young people are all but immune to #COVID_19 as it poses little to no threat to its young student population.

https://t.co/sfqR7oCpLl

#covid19 #covid #coronavirus #coronaviruspandemic #coronavirusUSA #coronavirusacademia",1
"Sadly this has to be said: the maker of dettol &amp; lysol releases a statement warning against ingesting these products to treat #COVID19 👇🏽
#StayHome
#PhysicalDistancing
https://t.co/LyJB8CITbE",1
"This is a valid interpretation. Proceed with caution HM Government or the cure will, in some people's minds, be worst than the disease. 

#COVID19 #lockdown https://t.co/LgUeFiifRA",1
"I encourage everyone voting GOP to mainline Clorox or Lysol, while deep throating a black light to cleans  your body of this invisible scourge. Tide pods may intensify this effect. #Darwin #Darwinism #coronavirus",1
"Consuming large amount of alcohol will also NOT help you cure #coronavirus 

#CoronaAlert #coronavirusinindia #CoronaVirusFacts https://t.co/edQT0dlcyn",1
Im immune to the coronavirus. That shit can catch fade with me anyday,1
@BreitbartNews Newsflash !! This is isn’t the “ world “ or Earth Reacting ! This was a manmade virus created in Wuhan China at a level 4 bio weapons laboratory !! How can people be this gullible  and naive ?,1
@GKerplunkski We don’t need a cure for smoked salmon. We need a cure for coronavirus,1
"@GeoConservative The gravy train is immune to the #coronavirus! 
#NJ #NJTurnpike",1
"stop eating #blackseeds to cure #coronavirus symptoms, there are 0 evidences that these are helpful in this viral disease, instead of false medications, wash your hands with soap and water #coronavirusinpakistan",1
@An0nAKn0wledge @lukethe20829868 @DrEricDing @JohnGVibes @sciencemagazine These guys at the bio weapons lab in China caused this corona virus-Chinese lie !,1
"RT @ryan_j_reyes13: US: haha the corona virus will never affect us. We are literally immune

US one month later: https://t.co/2m01WsxWcA",1
"#COVID19 likely originated in a Wuhan laboratory not as a bioweapon, but as part of China's effort to demonstrate that its efforts to identify &amp; combat viruses""",1
"If you test positive for #COVID19 is there anything you can do to lower your risk of getting pneumonia? Dr. Stacene Maroushek says “Try to stay hydrated, get enough rest, maintain a healthy lifestyle. Don’t take medications that have not been tested and approved.”",1
"RT @Grecia__10: If y’all didn’t know, Lysol will save you😬 #coronavirus https://t.co/ySRFEm8gPp",1
#Lysol and #Dettol manufacturer tells customers not to inject #disinfectants as possible treatment for #COVID19  https://t.co/LCYtuhTYXe,1
@mrsqspn @DarkskinDesi They say you can cure the Corona though. 😂,1
"Illusion is half sickness, calmness is half the cure and patience is the first step of healing. ~Ibn Sina 🌿
.
#ibnsina #ibnusina #avicenna #muslim #philosophy #healing #corona #covid_19 #socialdistancing #stayhome #dua https://t.co/L6lpbLEXOe",1
"Two COVID-19 inactivated vaccines have just been approved to go into clinical trial by the National Medical Products Administration (NMPA) of China. ""China announces approved COVID-19 vaccines"" https://t.co/0Q9FZ4WJYs",1
"I'm confident Dr. Dangabon doesn't know about this coronavirus pandemic (#Covid_19), if not he would've come up  with a cure (balm). He'll be like ""coronavirus sanyi ne, maganin Dr. Dangabon zaka shafa shi ah wuya shikenan.""",1
@PIB_India Homeopathy seriously guys? Those sugar pills with water will cure #coronavirus are you guys high on something? Take some of those Homeopathy pills to regrow your lost braincells first.,1
@Davide_1899 Gattuso’s hot ass will cure corona,1
RT @aaronxscene: If you partied at Black Pearl you are definitely immune from the corona virus,1
"@KeseysNotion yeah gop projects their sins: seemingly rando accusations of some out-of-the blue shit

but it's almost always what *they* were actually doing/guilty of

tom cotton spent WEEKS saying on any show that would have him that c-virus was a (chinese) bioweapon that accidentally got out",1
"I believe Zam Zam💧 can cure #Covid19 #cronavirus 
(with good ikhlas in mine) 
Prophet Muhammad (peace be upon him)  said: “Water of Zamzam is good for whatever (purpose) it has been drank.” In another Hadith, the Prophet said: “Water of Zamzam is a healer of every disease.",1
"Don't believe Pharm companies will find a ""cure"" They will either find a way to stop the symptom of mucous concretion. Or they'll make a vaccine like with Shingles where you have to be a certain age or health risks. #COVID19 #stayhome #StaySafe #SocialDistancing",1
"@CandiceMalcolm Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It - 
Canada's involvement via Chinese virologist &amp; her trips to Wuhan: https://t.co/BQjXvMW6lX",1
breaking: girls wit soft &amp; fat boobies immune to corona virus!,1
The result of the stable genius Trump suggested to inject disinfectant as a #COVID19 cure.   Is there any dumb thing that Trump won’t say? https://t.co/z7sBBuC4yv,1
if you’re homo you’re immune to the coronavirus,1
"Coronavirus link to China biowarfare program possible, analyst says - Washington Times

https://t.co/sjExPtZcw5

Shared from Bing
https://t.co/V9zq0KrvPw",1
Proven CURE #4 for #Coronavirus (without vaccines)  -  Ozone Therapy https://t.co/zBzjvD8CsY,1
@narendramodi Dear modi ji I request you to please take a serious action against this corona virus as it spoiling are country’environment. I believe that prevention is better than cure that is why for some days schools and offices should be closed. Jai hind 🇮🇳🙏,1
"The cross is a reminder that, to us, the cure always looks worse than the problem. It is not until we see the problem with divine understanding that we embrace the cure. That enlightenment makes the gruesome cross our beautiful hope.  #Faith #COVID19 #TheCure #Truth https://t.co/TJRoe2gk2S",0
"Sadly, Russian Bots are immune from #COVID19",1
"@thecableng This is embarrassing.
HRH the Oni of Ife should be careful to distinguish between managing and possibly alleviating #COVID19 symptoms while the body attempts to heal itself, and an actual 'cure' for the disease.",1
"During this #COVID19  pandemic, it is wise to avoid anything that is acidic. Foods that cause gastric, may not have direct links with the viral cure etc, but gastric lowers breathing capacity which may prove fatal once infected.",1
Jus when i think k-idols are immune from covid19,1
A place where the #CURE is much much 'worse' than the #DISEASE assuming there really is a disease? Welcome to #Covid19 the #Plandemic of 2019/2020 also known on the #NWO calendar as 'year zero'. There's something very very wrong with this picture; can YOU find what's wrong?,0
"The scourge isn't invisible, it’s orange- and the only cure is a vote for #Biden2020 

#coronavirus #BoycottTrumpPressConferences",0
"I wish if it’s a Biological weapon, coz it means that the cure is already there waiting for the right moment to be revealed..
It will also mean that “Nature” is kind and it’s once again the “Humans” ruining other “Humans” lives..!!

#CoronaVirus
#Nature",0
so the coronavirus originated from china’s biowarfare programme huh?,1
The kid crawling under The stalls in the Walmart  bathroom floor is immune to COVID,1
"A positive test doesn't mean a healthy person is going to be sick. And it doesn't say for sick persons if the virus is responsible for illness. You can turn any pneumonia into a Corona case. You can make a man falling down the stairs into a virus victim.""",1
#Chinese firm readies mass production for #coronavirus #vaccine @PMOIndia https://t.co/zDkMTOwF6r,1
Wouldn’t it be amazing if the simple cure to the #CoronavirusPandemic is something so stupid like apple cider vinegar?! https://t.co/8BeSFMZHYg,1
Lysol stops coronavirus in its tracks. Have a can or two in your homes.,1
"Are we confident enough yet to be sure that it will not kill young fit people with excellent immune systems due to a small number of people's immune system over reacting and attacking the body
Can we trust the data from China that influence a lot of the predictions
Brave step ! https://t.co/5rCP8vaoaW",1
".
China started #COVID19, again!
China hid #COVIDー19, again!
China lies about death toll, again!
China’s foreign nationals bought tonnes of the world’s PPE!
And now sells dodgy #PPE back to the world. 

Bio-weapon at Wuhan?

Not then, but it is NOW!

 https://t.co/wjKE8t9Lzd",1
"Protect yourself from COVID 19, Quit smoking !
Smokers have a higher risk of getting severe pneumonia.
#COVID19 
#quitsmoking",1
"LMFAO That was fast...
New Multi-Surface Cleaner Kills Coronavirus &amp; Sanitizes for 24 Hours https://t.co/QUuHhUFEM2",1
"Normalcy bias or what keeps people ignorant in their western privileged ""Corona virus is just a flu bro!"" bubble. https://t.co/12VKVwIwcK",1
"@HarrenGWarding @ty_the_np @Acyn @DrPhil @JVLast @BulwarkOnline Not Corona virus is Fake, but the data manipulation certainly is

If you are wearing gloves and masks, and I am wearing gloves and masks, how are we going to infect each other?

#BackToWorkNOW 
#DataManipulation
#CoronavirusLiar 
#COVID19 
#CoronavirusPandemic",1
"@CIA @WHNSC @RealDonaldJTrump “COVID-19 was designed by China as a biowarfare weapon”, $20 Trillion Dollar Lawsuit filed against China in US District Court https://t.co/erKnZuQBFQ #China #Coronavirus #COVID-19 #Corona Virus",1
#Hydroxychloroquine the key to destroying the evil #BigPharma - possible cures for #LymeDisease #lupus #coronavirus #flu #cancers,1
"Prevention is better than cure. Clean hands stop the spread of the #COVID19, so let us wash our hands regularly.

https://t.co/l2nsCxCf4E

#Malasakitatserbisyo
#PPACares
#COVIDlangtoPILIPINOtayo
#BAHAYmunaBUHAYmuna
#WeHealAsOne",1
"Trump: The cure should never be worse than the disease. 

also Trump: Inject yourself with disinfectant to kill the virus. 

@realDonaldTrump @GOP 
#Covid_19",1
"Don't inject your #coronavirus cure... Have it in style! The latest #quarantini: Sex on the Bleach. #sexonthebleach 

Don't actually drink this. https://t.co/2V4xWJ3Nnd",1
"30K + deaths in USA due to #coronavirus 
- Lesson to the stylish NRIs who visit India during May -June -July ;  drink the Tap water and not show off drinking bottled water..

We in India are much more immune than you guys!",1
A #covid19 vaccine will be available:,1
Domestos kills Coronavirus????          I have LITERALLY been flushing it down my toilet - like someone burning money. 🤦🏻‍♀️ #POTUS #COVID19 #domestos #cleaning,1
@USAGov where is the cure vaccine antidote for the corona virus at!? Stop fucking with us citizens #WhenCoronaVirusIsOver #COVID19 #coronavirus,1
"If Hydoxychloroquine cures #COVID19, then Dogon Yaro will certainly cure it too. @NCDCgov pay attention to that and do some testing. Do not be waiting for white people to tell you everything you should do.",1
@guardian He also thinks taking #disinfectant will cure #COVID19,1
Foster the wellbeing of others; listen to #HealthProfessionals Please STOP airing/promoting “nonsense cures”  #Covid_19 #worldnews #media,1
A Chinese research team has published preliminary result of the human trial of their #COVID19 vaccine on @TheLancet. The vaccine is produced by Cansino Biological and the medical research institute at PLA Academy of Military Science. https://t.co/nmbBxLJnJl,1
God give them success in vaccine #COVID19,0
"Thread by @1foreverseeking: This will scare the hell out of you. .@TruthHammer shows that China built a bioweapons lab in Wuhan, home of the ich is all over the news. I am going to show you who is funding some of this research. Pay attention, this is Cod… https://t.co/gZFZKEwqDr",1
"Why did #China allowed Wet markets to open up again?

Because the #coronavirus did not come from Wet Markets,  it came from Bio Weapons Lab in Wuhan.

#CoronaVirusUpdate 
#CoronavirusUSA 

@realDonaldTrump 
@narendramodi 
@BBCNews 
@WHO 

#COVIDー19",1
"Timeline of how the #ChineseCommunistParty covered up the #coronavirus #ChinaLiedPeopleDied #BioWeapon @realDonaldTrump @GOP @DNC @CNN @FoxNews 

https://t.co/tuLqPbLvqz",1
"@AgnesCPoirier @nickhebditch If alcohol can be used to sanitise externally, surely it must have to same effect internally 

I'm sure there is some research to suggest (even if it can't cure) that consuming alcohol reduces the risk of  #coronavirus #COVID  atleast say 70%",1
"#coronavirus #coronoavirus 
A Doctor From Tamil Nadu Has Claimed That They Can Cure The Coronavirus. Coronavirus Medicine Has Made From Herbal Medicines. Which Is Capable Of Curing.
https://t.co/tskQj4vVuG",1
"@CongressmanHice @realDonaldTrump @POTUS This is such baloney. Donald Chump denied #COVID19 was a problem, insisted it was not a problem and would go away, did NOTHING about it, discouraged testing, pushed a fake cure, suggested injecting poisonous disinfectant ☠️, and encouraged rebellion. He’s made it so much worse.",1
I thought I read somewhere baking banana bread kills coronavirus or why would so many people be making it? 🤷🏻well here’s my first attempt to save the world....#bananabread #coronavirus… https://t.co/bTQKEJGhV8,1
"Consumers should be cautious of websites or stores selling products that claim to prevent, mitigate, treat, diagnose, or cure #coronavirus. Fraudulent #COVID19 products may include dietary supplements, products purporting to be drugs, medical devices or vaccines.",1
THEN WHAT AM I SUPPOSED TO DO WITH ALL THIS COCAINE AND BLEACH https://t.co/kOFKaZlQAR,1
"@realDonaldTrump thinks injecting disinfectant can cure #COVID19. 

Which of the @gop volunteer as test subjects? Maybe the #LiberateAmerica protestors would like to try when they get sick?",1
"RT @mterr337: It really works! Day 3 of drinking Lysol and no #COVID19!!
#sarcasm

Please don't ingest disinfectants!",1
"Africans: Corona Virus can't affect us we have strong immune system
Coronavirus: https://t.co/jW6CGlTwgh",1
Chinese research firm attached to PLA first to start 2nd clinical trial for coronavirus vaccine https://t.co/aIT8h4U0vk via @economictimes,1
I guess I’m immune 😂 https://t.co/lNfkrGhSHO,1
"I want, all countries leader must ask to China how is it possible? China recovery rate is 89% after #COVID19outbreak in China. Is there possible China has the vaccine? 
@realDonaldTrump @POTUS @narendramodi @UN #CoronavirusPandemic #StayHomeStaySafe #Coronavirus 
Recover rate- https://t.co/Hs8FxSYuSk",1
"China approves trials for two more #coronavirus vaccines 

Read: https://t.co/dBgC8IwaQQ 

#CoronavirusOutbreak",1
"It's just a flu, have a beer - happy days!' Benidorm Britons keep on boozing in the sun and ignore bewildered police trying to get them to isolate amid Spain's coronavirus crisis 
via https://t.co/7Ygt97UKdy https://t.co/o3r8im64ed",1
Injecting disinfectant into body can cure #Covid_19 : @realDonaldTrump. 😳,1
"This whole #coronavirus farce is like a plot line from a #TomClancy novel. #Chinese release a #BioWeapon, kill a few thousand of their own citizens, then let their citizens fly off around the World, spreading it far and wide. Western Governments close economy down... 1/2",1
"Hear me out.  Have we tried essential oils on the corona? My friend Karen says lavender will cure anything. Worth a try. 

#COVID19",1
"Coronavirus can be cured by alcohol.
Le 18+ boys:- https://t.co/UEZWuSCnWI",1
RT @lights: I’m not scared of corona haha *replaces face wipes with Lysol wipes*,1
"@tanwer_m I had thought maybe during this time, atleast, for pandemic,we won't see such cheapness, but you are right.. this will not be cured..the hopes of sensitivity, civility from godi media is all lost, this was the time to change, but all lost . https://t.co/NG3VRHs8fP",1
"And in this hour’s edition of, YOU CAN’T make this sh*% up, Trump says he was just being “sarcastic” about his recommendation to inject Lysol. #Trump #InjectDisinfectant #Covid_19 #lysol",1
"Would butt-chugging lysol cure the corona virus faster, then drinking it? Asking for a friend...#InjectDisinfectant #COVID19",0
"@realDonaldTrump sounds great, so does that mean we don't have to drink the bleach #CoronavirusLiar #CoronavirusOutbreak  #LysolGate #trump #2020Elections https://t.co/6OF0jLozN3",1
"We are dealing with two pandemics, COVID 19 &amp; Stupidity. We might find the cure for corona but for stupidity, it is impossible unless we use our commonsense. #CoronaStopKaroNa #Covid_19 #COVID #StayAwareStaySafe",0
#fact : Claims the BCG vaccine prevents coronavirus infection are inaccurate. #coronavirus #moronavirus #covidiots #covid19 https://t.co/Dtsn0ah3yl,1
"Exposing yourself to heat or steam can help prevent or cure Coronavirus symptoms as heat kills the virus? TRUE or FALSE

Visit https://t.co/DgiarG6Hyh

#Covid19 #Coronavirus #Covid19Facts #awareness #quiz #lms #education #elearning #trueorfalse #technology #health #EuriunLMS https://t.co/cCFiCr4rxe",1
"Its like - I am corona , but i am just a flu! https://t.co/pbHbqpjAOr",0
"Right in the middle of Wuhan China, while people were being infected and killed en masse, a group of 80 SLE patients who were taking hydroxychloroquine seemed to be immune to the virus. That’s interesting.
We’re being scammed. Somebody doesn’t want the “pandemic”to end.
#Covid_19 https://t.co/QDgEB9jYob",1
"Fantastic @realDonaldTrump has shown the world exactly why the safety warnings on your blow dryer indicate DO NOT USE WHILE BATHING.

Just in case someone as stupid as #DotardDonnie is reading this, DO NOT INJEST DISINFECTANTS.   LYSOL WILL NOT CURE #COVID19 .",1
"all my friends are immune to #coronavirus 
reports say dogs don't get infected 😂
@SyedHad68191214 @MoominHakak @acedash__ @huxaifmushtaq 
#copiedbutlit",1
"After Vancouver secured a clean drug supply to prevent a charnel house in East Hastings, we will have to rethink addictions and our attitudes/stigmas towards them. #COVID19 #WuhanVirus #coronavirus",1
#lie : Vaccines against pneumonia protect you against the new coronavirus. #coronavirus https://t.co/4NCrbaxZwT,1
If you’ve ever used a porta potty then you’re immune to coronavirus,1
You can cure coronavirus with willowbrook water,1
"#covid19 we should be focusing on prevention not cure, our immune systems are the key not vaccines",1
"Booty bumping bleach does not cure #COVID19. Not any better than huffing Lysol, anyway.",1
RT @RosemaryLxiao: 🇨🇳China’s first coronavirus vaccine approved for clinical trials 👏👏🙏🙏good job #COVID19 https://t.co/la3XqMCfyU,1
What she says 👇🏼 One might add that there will not be a vaccine against climate change. Only a ‘life style’ change and a course correction will make it go away. Good news is we know the cure: #SDGs &amp; #ParisAgreement. Needs to be integral part of 🌏 #COVID19 recovery. @SelwinHart https://t.co/v16KhkdOzM,1
Am I alone in hoping that #lockdown continues until there is either a #curecovid or a #Vaccination to prevent #covid19 ?,0
"You don't get this national mourning for 3 minutes on Tomb Sweeping Day （清明） for just a flu.#COVID19 #coronavirus #China
https://t.co/WWhkUxxyaI",1
oh FFS @ExiledEmpress #lie : Vaccines against pneumonia protect you against the new coronavirus. #coronavirus #moronavirus #covidiots #covid19,1
RT @Lannnabaaaby: If you ever ate at King’s Buffet you’re immune to the corona virus,1
"If you’ve ever eaten a crab rangoon during a Bassnectar set, you are immune to the coronavirus",1
"daily reminder that coronavirus causes permanent damage to the respiratory system, immune system, and reproductive system and the governments are lying to the masses about the severity of it because it is an escaped bio weapon designed to kill https://t.co/6Bq0Uufjmq",1
"@TheWriteDiva @JimmyEd5 @GeoffRBennett @whpresscorps Think you made your own point ...ranges from mild cold to flu-like to bronchitis to pneumonia to bilateral pneumonia. Could be a cold, flu, laryngotracheobronchitis but not necessarily #COVID19",1
RT @Ravikesh19: That's y it's called as Chinese Virus. Chinese Bio Weapon created by disturbing SARS protein.,1
"If you test positive, and you stay isolated and healthy long enough to be certain the virus isn't incubating inside you, that is good news.  It likely means you are immune.

https://t.co/xKUs0VfPM4
#COVID19 #Covid_19 #coronavirus",1
RT @wolfmannjr: I grew up with wall to wall carpet in the bathroom so take your best shot coronavirus. I’m immune to any disease,1
"@BrandyZadrozny @travis_view We have research showing chlorine dioxide kills coronavirus!""",1
"@Grummz From what I gathered, it's an attempt to prevent a serious outbreak from happening, it being a virus it can mutate and begin to spread faster and become much more lethal so they're taking precautions that some may see as extreme but if it prevents an epidemic I'm all for it.",1
#copper prevents the spread of respiratory viruses. #covid19 #antimocrobial #antiviral https://t.co/Btgx23uVF5,1
Hello @Point_tecno #fact : Claims the BCG vaccine prevents coronavirus infection are inaccurate. #coronavirus #moronavirus,1
"No #Covid19 stats in #NorthKorea .its amazes me how they are so close to #China yet reported no case. May be North Korea is Immune"" to Coronovirus courtesy to Kim. @BarudGahnug ,Covidu failed me on this.",1
"Been seeing posts like “fear is a virus too” &amp; “the cure can’t be worse than the disease” and if it’s you saying those things, stop. Only a virus is a virus &amp; there is no cure so 1) you sound dumb &amp; 2) you’re spreading ignorant ideas that encourage dangerous behaviors. #COVID19",1
Chinese Companies finished their 1st human vaccine trials. Looks promising. #COVID19 #Wuhanvirus #coronavirus  https://t.co/KLxgtEYeeo,1
Been talking to @PickleRisky &amp; he posits that coronavirus is a bio weapon that got released. That was the initial story. Now with this back &amp; forth on “China” virus or not China virus is more interesting. Are we going to release info that proves it was their manmade bio weapon?,1
"With this #Covid19 so capable of constant mutation, a vaccine probably doesn't cure. Your habits are preventive measures while
your body system is the antidote. #coronavirus",1
"Dr Sarfaraz Munshi describes a vital breathing technique for #coronavirus #Covid19 sufferers that could prevent the patients contracting secondary pneumonia which could prove incredibly dangerous to health.
https://t.co/rDW5UAbwXt
/via @YouTube @jk_rowling",1
"@DncBern @robbystarbuck @JoeBiden His newest is to ingest disinfectants, Lysol had to release a statement that Lysol will not cure #COVID19 
What we really know is that LYSOL is more likely to KILL THE PATIENT, but that may be trumps aim.",1
"So let’s forget this novel #Coronavirus for a minute and think about what #CPR is and isn’t for. 
TL:DR? CPR is not a cure for natural dying.  3/9",1
I heard that if you eat ass you’re immune to the corona virus,1
"When the Virus hits you, anointing Oil woulnt be enough...
Prevention is better than Cure
Corona Virus is Real.
#Covid19",1
"Kidding aside, I really hope they find a cure very soon for those that have been infected or discover a vaccine to stop the outbreak. 🙏",0
Pull ur head out of your ass Kenneth.. How has the democracy of the free world helped in containing the #coronavirus . Now gunning for No. 1 position with 'Its just a flu' speech https://t.co/PQxtEs4dCH,1
Cure for #COVID19 will end @SpeakerPelosi socialists lockdown. They don’t want a cure in 2020.  Sick #sick sick. https://t.co/5yP1ZXGfW8,1
maybe concentrate on the chaos and death on your side of the pond! fingerpointing wont cure americans of #coronavirus https://t.co/VsmpndGDuc,1
"Drop that while we’re in isolation, that’ll cure the streets. https://t.co/s6kRYJUOPK",1
"All them Indian kids who drank for the school water cooler, ya'll are immune to the coronavirus😂😂😂
You know damn well why",1
"Makes you wonder if #Coronavirus is man-made and a bio weapon!

40,000 Landed in U.S. From China After Trump’s Travel Ban!

https://t.co/XMBIXwalGn

#Trump #MAGA #TWGRP #Mighty200 #QAnon",1
"This cure is worse than the virus. 

Let us live our lives. 

#coronavirus",1
"Hey @realDonaldTrump which disinfectant is best if I want to get it inside to prevent #coronavirus? Lysol, Clorox, Pinesol? Which one do you like? #COVID19",1
WARNING: do not drink disinfectant. Potus before and after his cure #covid19 https://t.co/u417lmbx0i,1
"RT @michaelharriot: Actually, if you drink enough bleach and snort enough cocaine, you DEFINITELY won’t  have to worry about Coronavirus.",1
@Cameron_Gray Because the Coronavirus is going to be cured with Pronouns...SMH,1
Beijing Official Says China Has Started to Develop Vaccine to Fight Coronavirus https://t.co/PkI1tsMLsR,1
